# Result_no_control/output_current_end.csv run at 2000-01-02 00:00:00 EST on 907 links
link_name,currA_mag,currA_angle,currB_mag,currB_angle,currC_mag,currC_angle
Source_Impedance,0.515783,-0.230079,0.516908,3.784915,0.436780,1.775085
TR1,0.515783,-0.230079,0.516908,3.784915,0.436780,1.775085
LINE1,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE2,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE3,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE4,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE5,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE6,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE7,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE8,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE9,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE10,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE11,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE12,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE13,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE14,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE15,0.000000,-0.405438,0.000000,3.116661,0.000000,1.587182
LINE16,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE17,0.000000,-0.269911,0.000000,3.061162,0.000000,1.587669
LINE18,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE19,0.000000,-0.488580,0.000000,2.871682,0.000000,1.587832
LINE20,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE21,0.000000,-0.488580,0.000000,2.653013,0.000000,1.614118
LINE22,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE23,0.000000,-0.488580,0.000000,2.838361,0.000000,1.685573
LINE24,11.524781,-0.841184,15.649325,3.347770,11.579056,1.252475
LINE25,0.000000,-0.488580,0.000000,2.951512,0.000000,1.610553
LINE26,1.599709,-0.841478,0.000000,0.715693,0.000000,1.695353
LINE27,9.925073,-0.841136,15.649325,3.347770,11.579056,1.252475
LINE28,0.000000,-0.437342,0.000000,3.033520,0.000000,1.614118
LINE29,0.150359,-0.841488,0.000000,0.002070,0.000000,4.610639
LINE30,1.449350,-0.841478,0.000000,0.823960,0.000000,1.698118
LINE31,9.925073,-0.841136,15.649325,3.347770,11.579056,1.252475
LINE32,0.000000,-0.308726,0.000000,3.216329,0.000000,1.611820
LINE33,0.150359,-0.841488,0.000000,3.673759,0.000000,-1.461600
LINE34,1.449350,-0.841478,0.000000,0.350756,0.000000,1.771137
LINE35,0.000000,0.049090,0.472362,3.347239,0.000000,1.610032
